Level,TOL 2025,Title_fi,Title_en,Title_sv,Category
2,55,Majoitustoiminta,Accommodation activity,Boendeverksamhet,I
3,551,Hotellit ja vastaava majoitustoiminta,Hotels and similar accommodation activities,Hotell och liknande boendeverksamhet,I
4,5510,Hotellit ja vastaava majoitustoiminta,Hotels and similar accommodation activities,Hotell och liknande boendeverksamhet,I
5,55100,Hotellit ja vastaava majoitustoiminta,Hotels and similar accommodation activities,Hotell och liknande boendeverksamhet,I
3,552,Loma- ja muu vastaava lyhytaikainen majoitustoiminta,Holiday and other similar short-term accommodation activities,Semester och andra liknande korttidsboendeaktiviteter,I
4,5520,Loma- ja muu vastaava lyhytaikainen majoitustoiminta,Holiday and other similar short-term accommodation activities,Semester och andra liknande korttidsboendeaktiviteter,I
5,55201,Hostellit,Hostels,Vandrarhem,I
5,55202,Lyhytaikainen majoitus huoneistoissa ja huoneissa,Short-term accommodation in apartments and rooms,Korttidsboende i lägenheter och rum,I
5,55203,Lyhytaikainen majoitus lomamökeissä,Short-term accommodation in holiday cottages,Korttidsboende i sommarstugor,I
3,553,Leirintä- ja matkailuajoneuvoalueet,Camping and RV areas,Camping och RV områden,I
4,5530,Leirintä- ja matkailuajoneuvoalueet,Camping and RV areas,Camping och RV områden,I
5,55300,Leirintä- ja matkailuajoneuvoalueet,Camping and RV areas,Camping och RV områden,I
3,554,Majoitustoimintaa koskevat välityspalvelut,Brokerage services for accommodation,Mäklartjänster för boende,I
4,5540,Majoitustoimintaa koskevat välityspalvelut,Brokerage services for accommodation,Mäklartjänster för boende,I
5,55400,Majoitustoimintaa koskevat välityspalvelut,Brokerage services for accommodation,Mäklartjänster för boende,I
3,559,Muu majoitustoiminta,Other accommodation activities,Övriga boendeaktiviteter,I
4,5590,Muu majoitustoiminta,Other accommodation activities,Övriga boendeaktiviteter,I
5,55900,Muu majoitustoiminta,Other accommodation activities,Övriga boendeaktiviteter,I
2,56,Ravitsemistoiminta,Nutrition activity,Näringsaktivitet,I
3,561,Ravintolat ja liikkuva ravitsemistoiminta,Restaurants and mobile catering operations,Restauranger och mobil cateringverksamhet,I
4,5611,Ravintolatoiminta,Restaurant operations,Restaurangverksamhet,I
5,56111,Ruokaravintolat,Food restaurants,Matrestauranger,I
5,56112,Pikaruokaravintolat ja ruokakioskit,Fast food restaurants and food kiosks,Snabbmatsrestauranger och matkiosker,I
4,5612,Liikkuva ravitsemistoiminta,Mobile catering,Mobil catering,I
5,56120,Liikkuva ravitsemistoiminta,Mobile catering,Mobil catering,I
3,562,Catering-palvelut ja sopimusperusteiset ravitsemispalvelut,Catering services and contractual catering services,Cateringtjänster och avtalsenliga cateringtjänster,I
4,5621,Tapahtumien catering-palvelut,Event catering services,Event cateringtjänster,I
5,56210,Tapahtumien catering-palvelut,Event catering services,Event cateringtjänster,I
4,5622,Sopimusperusteiset catering- ja ravitsemispalvelut,Contract-based catering and nutrition services,Kontraktsbaserade catering- och kosttjänster,I
5,56220,Sopimusperusteiset catering- ja ravitsemispalvelut,Contract-based catering and nutrition services,Kontraktsbaserade catering- och kosttjänster,I
3,563,Baarit ja kahvilat,Bars and cafes,Barer och kaféer,I
4,5630,Baarit ja kahvilat,Bars and cafes,Barer och kaféer,I
5,56301,Baarit ja muu alkoholijuomien tarjoilu,Bars and other serving of alcoholic beverages,Barer och annan servering av alkoholhaltiga drycker,I
5,56302,Kahvilat ja muu alkoholittomien juomien tarjoilu,Cafes and other serving of non-alcoholic drinks,Caféer och annan servering av alkoholfria drycker,I
3,564,Ravitsemistoimintaa koskevat välityspalvelut,Intermediation services concerning catering operations,Förmedlingstjänster avseende cateringverksamhet,I
4,5640,Ravitsemistoimintaa koskevat välityspalvelut,Intermediation services concerning catering operations,Förmedlingstjänster avseende cateringverksamhet,I
5,56400,Ravitsemistoimintaa koskevat välityspalvelut,Intermediation services concerning catering operations,Förmedlingstjänster avseende cateringverksamhet,I
1,J,"Kustannustoiminta, sisällöntuotanto ja -levitys","Publishing, content production and distribution","Publicering, innehållsproduktion och distribution",
2,58,Kustannustoiminta,Publishing,Publicering,J
3,581,Kirjojen ja lehtien kustantaminen ja muu kustannustoiminta pois lukien ohjelmistojen kustantaminen,Book and magazine publishing and other publishing activities excluding software publishing,Bok- och tidskriftsutgivning och annan publiceringsverksamhet utom programvarupublicering,J
4,5811,Kirjojen kustantaminen,Publishing books,Ge ut böcker,J
5,58110,Kirjojen kustantaminen,Publishing books,Ge ut böcker,J
4,5812,Sanomalehtien kustantaminen,Newspaper publishing,Tidningsutgivning,J
5,58120,Sanomalehtien kustantaminen,Newspaper publishing,Tidningsutgivning,J
4,5813,Aikakauslehtien ja harvoin ilmestyvien lehtien kustantaminen,Publishing of magazines and infrequently published magazines,Utgivning av tidskrifter och sällan utgivna tidskrifter,J
5,58131,Paikallislehtien kustantaminen,Publishing of local newspapers,Utgivning av lokaltidningar,J
5,58132,Muu aikakauslehtien kustantaminen,Other magazine publishing,Annan tidskriftsutgivning,J
4,5819,Muu kustannustoiminta pois lukien ohjelmistojen kustantaminen,Other publishing activities excluding software publishing,Annan publiceringsverksamhet utom programvarupublicering,J
5,58190,Muu kustannustoiminta pois lukien ohjelmistojen kustantaminen,Other publishing activities excluding software publishing,Annan publiceringsverksamhet utom programvarupublicering,J
3,582,Ohjelmistojen kustantaminen,Software publishing,Programvarupublicering,J
4,5821,Videopelien kustantaminen,Video game publishing,Utgivning av videospel,J
5,58210,Videopelien kustantaminen,Video game publishing,Utgivning av videospel,J
4,5829,Muu ohjelmistojen kustantaminen,Other software publishing,Annan mjukvarupublicering,J
5,58290,Muu ohjelmistojen kustantaminen,Other software publishing,Annan mjukvarupublicering,J
2,59,"Elokuva-, video- ja televisio-ohjelmatuotanto, äänitteiden ja musiikin kustantaminen","Film, video and television program production, recording and music publishing","Film-, video- och tv-programproduktion, inspelning och musikpublicering",J
3,591,"Elokuva-, video- ja televisio-ohjelmatoiminta","Film, video and television program operations","Film-, video- och tv-programverksamhet",J
4,5911,"Elokuvien, videoiden ja televisio-ohjelmien tuotanto","Film, video and television production","Film-, video- och tv-produktion",J
5,59110,"Elokuvien, videoiden ja televisio-ohjelmien tuotanto","Film, video and television production","Film-, video- och tv-produktion",J
4,5912,"Elokuvien, video- ja televisio-ohjelmien jälkituotanto","Post-production of films, video and television programs","Postproduktion av filmer, video och tv-program",J
5,59120,"Elokuvien, video- ja televisio-ohjelmien jälkituotanto","Post-production of films, video and television programs","Postproduktion av filmer, video och tv-program",J
4,5913,Elokuvien ja videoiden levitys,Distribution of films and videos,Distribution av filmer och videor,J
5,59130,Elokuvien ja videoiden levitys,Distribution of films and videos,Distribution av filmer och videor,J
4,5914,Elokuvien esittäminen,Showing movies,Visar filmer,J
5,59140,Elokuvien esittäminen,Showing movies,Visar filmer,J
3,592,Ääni- ja musiikkitallenteiden kustantaminen,Publishing of sound and music recordings,Publicering av ljud- och musikinspelningar,J
4,5920,Ääni- ja musiikkitallenteiden kustantaminen,Publishing of sound and music recordings,Publicering av ljud- och musikinspelningar,J
5,59200,Ääni- ja musiikkitallenteiden kustantaminen,Publishing of sound and music recordings,Publicering av ljud- och musikinspelningar,J
2,60,"Ohjelmien tuottaminen ja lähettäminen, uutistoimistojen toiminta ja muu sisällön levitys","Producing and broadcasting programs, operation of news agencies and other distribution of content","Producera och sända program, drift av nyhetsbyråer och annan distribution av innehåll",J
3,601,Radio-ohjelmien ja audiosisältöjen tuottaminen ja levitys,Production and distribution of radio programs and audio content,Produktion och distribution av radioprogram och ljudinnehåll,J
4,6010,Radio-ohjelmien ja audiosisältöjen tuottaminen ja levitys,Production and distribution of radio programs and audio content,Produktion och distribution av radioprogram och ljudinnehåll,J
5,60100,Radio-ohjelmien ja audiosisältöjen tuottaminen ja levitys,Production and distribution of radio programs and audio content,Produktion och distribution av radioprogram och ljudinnehåll,J
3,602,Televisio-ohjelmien ja videosisältöjen tuottaminen ja levitys,Production and distribution of television programs and video content,Produktion och distribution av tv-program och videoinnehåll,J
4,6020,Televisio-ohjelmien ja videosisältöjen tuottaminen ja levitys,Production and distribution of television programs and video content,Produktion och distribution av tv-program och videoinnehåll,J
5,60200,Televisio-ohjelmien ja videosisältöjen tuottaminen ja levitys,Production and distribution of television programs and video content,Produktion och distribution av tv-program och videoinnehåll,J
3,603,Uutistoimistojen toiminta ja muu sisällön levitys,Operation of news agencies and other distribution of content,Drift av nyhetsbyråer och annan distribution av innehåll,J
4,6031,Uutistoimistojen toiminta,Operation of news agencies,Drift av nyhetsbyråer,J
5,60310,Uutistoimistojen toiminta,Operation of news agencies,Drift av nyhetsbyråer,J
4,6039,Muu sisällön levitys,Other content distribution,Annan innehållsdistribution,J
5,60390,Muu sisällön levitys,Other content distribution,Annan innehållsdistribution,J
1,K,"Televiestintä, ohjelmistojen suunnittelu ja valmistus, tietotekninen konsultointi ja tietopalvelutoiminta","Telecommunications, software design and manufacturing, IT consulting and information service operations","Telekommunikation, mjukvarudesign och tillverkning, IT-konsultverksamhet och informationstjänstverksamhet",
2,61,Televiestintä,Telecommunications,Telekommunikation,K
3,611,Kiinteän puhelinverkon ja langattoman verkon hallinta ja palvelut sekä satelliittiviestintä,"Fixed telephone network and wireless network management and services, as well as satellite communication","Fast telefonnät och trådlös nätverkshantering och tjänster, samt satellitkommunikation",K
4,6110,Kiinteän puhelinverkon ja langattoman verkon hallinta ja palvelut sekä satelliittiviestintä,"Fixed telephone network and wireless network management and services, as well as satellite communication","Fast telefonnät och trådlös nätverkshantering och tjänster, samt satellitkommunikation",K
5,61100,Kiinteän puhelinverkon ja langattoman verkon hallinta ja palvelut sekä satelliittiviestintä,"Fixed telephone network and wireless network management and services, as well as satellite communication","Fast telefonnät och trådlös nätverkshantering och tjänster, samt satellitkommunikation",K
3,612,Televiestinnän jälleenmyyntipalvelut ja televiestintää koskevat välityspalvelut,Telecommunications resale services and telecommunications brokerage services,Återförsäljningstjänster för telekommunikation och förmedlingstjänster inom telekommunikation,K
4,6120,Televiestinnän jälleenmyyntipalvelut ja televiestintää koskevat välityspalvelut,Telecommunications resale services and telecommunications brokerage services,Återförsäljningstjänster för telekommunikation och förmedlingstjänster inom telekommunikation,K
5,61200,Televiestinnän jälleenmyyntipalvelut ja televiestintää koskevat välityspalvelut,Telecommunications resale services and telecommunications brokerage services,Återförsäljningstjänster för telekommunikation och förmedlingstjänster inom telekommunikation,K
3,619,Muu televiestintäpalvelutoiminta,Other telecommunications service activities,Övrig verksamhet inom telekommunikation,K
4,6190,Muu televiestintäpalvelutoiminta,Other telecommunications service activities,Övrig verksamhet inom telekommunikation,K
5,61900,Muu televiestintäpalvelutoiminta,Other telecommunications service activities,Övrig verksamhet inom telekommunikation,K
2,62,"Ohjelmistot, konsultointi ja siihen liittyvä toiminta","Software, consulting and related activities","Programvara, konsultverksamhet och därmed sammanhängande verksamhet",K
3,621,Ohjelmistojen suunnittelu ja valmistus,Software design and manufacturing,Mjukvarudesign och tillverkning,K
4,6210,Ohjelmistojen suunnittelu ja valmistus,Software design and manufacturing,Mjukvarudesign och tillverkning,K
5,62100,Ohjelmistojen suunnittelu ja valmistus,Software design and manufacturing,Mjukvarudesign och tillverkning,K
3,622,Laitteistokonsultointi ja käyttö- ja hallintapalvelut,Hardware consulting and operation and management services,Hårdvarurådgivning samt drift- och förvaltningstjänster,K
4,6220,Laitteistokonsultointi ja käyttö- ja hallintapalvelut,Hardware consulting and operation and management services,Hårdvarurådgivning samt drift- och förvaltningstjänster,K
5,62200,Laitteistokonsultointi ja käyttö- ja hallintapalvelut,Hardware consulting and operation and management services,Hårdvarurådgivning samt drift- och förvaltningstjänster,K
3,629,Muu laitteisto- ja tietotekninen palvelutoiminta,Other hardware and IT service activities,Övrig hårdvara och IT-serviceverksamhet,K
4,6290,Muu laitteisto- ja tietotekninen palvelutoiminta,Other hardware and IT service activities,Övrig hårdvara och IT-serviceverksamhet,K
5,62900,Muu laitteisto- ja tietotekninen palvelutoiminta,Other hardware and IT service activities,Övrig hårdvara och IT-serviceverksamhet,K
2,63,"Tietojenkäsittelyinfrastruktuuri, tietojenkäsittely, palvelintilan vuokraus ja muu tietopalvelutoiminta","Data processing infrastructure, data processing, server space rental and other data service activities","Databehandlingsinfrastruktur, databehandling, uthyrning av serverutrymmen och andra datatjänster",K
3,631,"Tietojenkäsittelyinfrastruktuuri, tietojenkäsittely, palvelintilan vuokraus ja niihin liittyvät palvelut","Data processing infrastructure, data processing, server space rental and related services","Databehandlingsinfrastruktur, databehandling, uthyrning av serverutrymme och relaterade tjänster",K
4,6310,"Tietojenkäsittelyinfrastruktuuri, tietojenkäsittely, palvelintilan vuokraus ja niihin liittyvät palvelut","Data processing infrastructure, data processing, server space rental and related services","Databehandlingsinfrastruktur, databehandling, uthyrning av serverutrymme och relaterade tjänster",K
5,63100,"Tietojenkäsittelyinfrastruktuuri, tietojenkäsittely, palvelintilan vuokraus ja niihin liittyvät palvelut","Data processing infrastructure, data processing, server space rental and related services","Databehandlingsinfrastruktur, databehandling, uthyrning av serverutrymme och relaterade tjänster",K
